character,record_type,record_subtype,name,activation_requirement,stack_limit,cp_cost,die_face,rules_text,character_form,potion_slot_limit,summon_cost,companion_limit,unearth_corpse_value,companion_activation_limit,ace_charge_slot_limit
Jean Grey,Unique Card,Hero Upgrade,Firebird II / Essence,Firebird II: [phoenix] ×4; Essence: [phoenix] ×3,,2,,FIREBIRD II — Gain Force Field and 3 Flame Blast. Then deal 5 undefendable dmg. ESSENCE — Gain 2 Flame Blast or 4 Acuity. Then deal 1 undefendable dmg.,All Forms,,,,,,
Jean Grey,Unique Card,Main Phase Action,Phoenix Call!,,,1,,Dark Phoenix becomes Active.,All Forms,,,,,,
Jean Grey,Unique Card,Roll Phase Action,Mind Change!,,,1,,"Flip one of your dice to its opposite face (i.e. 1/6, 2/5, 3/4).",All Forms,,,,,,
Jean Grey,Unique Card,Main Phase Action,Incendiary!,,,2,,Inflict Phoenix Burn on a chosen opponent.,All Forms,,,,,,
Jean Grey,Unique Card,Main Phase Action,Psionic Nexus!,,,0,,"Roll 1 [die]. On [phoenix], gain 4 Flame Blast. On any other outcome, draw 1.",All Forms,,,,,,
Miles Morales: Spider-Man,Status Effect,Unique Status Effect,Combo,,1,,,"Perform another Offensive Roll Phase: If your Offensive Roll Phase resulted in an Attack, you may spend this token at the conclusion of your opponent’s Defensive Roll Phase. If spent, immediately target the same opponent with an additional Offensive Roll Phase. Can only spend once per turn. This token may not be transferred by any means (but can be removed).",All Forms,,,,,,
Miles Morales: Spider-Man,Status Effect,Negative Status Effect,Webbed,,1,,,"Next incoming Attack is undefendable: When this token is inflicted deal 2 as an isolated source of undefendable dmg. The next time a player afflicted with this token is Attacked with normal damage, the damage type becomes undefendable instead and this token is immediately removed.",All Forms,,,,,,
Miles Morales: Spider-Man,Status Effect,Unique Status Effect,Invisibility,,1,,,"Roll defense against an undefendable Attack: When a player with this token is Attacked with an undefendable Attack, they may choose to spend this token to activate a Defensive Ability. This token may not be transferred by any means (but can be removed).",All Forms,,,,,,
Miles Morales: Spider-Man,Character Die,Die Symbol,Thwip,,,,1; 2; 3,Thwip.,All Forms,,,,,,
Miles Morales: Spider-Man,Character Die,Die Symbol,Web,,,,4; 5,Web.,All Forms,,,,,,
Miles Morales: Spider-Man,Character Die,Die Symbol,Spider,,,,6,Spider.,All Forms,,,,,,
Miles Morales: Spider-Man,Hero Board Ability,Offensive Ability,Punch,[thwip] ×3 / [thwip] ×4 / [thwip] ×5,,,,[thwip] ×3: Deal 4 dmg. [thwip] ×4: Deal 5 dmg. [thwip] ×5: Deal 6 dmg.,All Forms,,,,,,
Miles Morales: Spider-Man,Hero Board Ability,Offensive Ability,C-C-C-Combo,[thwip] ×2 + [spider] ×2,,,,Deal 5 dmg. Gain Combo.,All Forms,,,,,,
Miles Morales: Spider-Man,Hero Board Ability,Offensive Ability,Ensnare,Small Straight / Large Straight,,,,Small Straight: Deal 5 dmg. Then inflict Webbed. Large Straight: Draw 1. Deal 8 dmg. Then inflict Webbed.,All Forms,,,,,,
Miles Morales: Spider-Man,Hero Board Ability,Offensive Ability,Venom Punch,[spider] ×4,,,,Gain Invisibility. Deal 7 undefendable dmg.,All Forms,,,,,,
Miles Morales: Spider-Man,Hero Board Ability,Offensive Ability,Wall Crawler,[thwip] ×2 + [web] ×3,,,,Gain Invisibility. Deal 7 dmg.,All Forms,,,,,,
Miles Morales: Spider-Man,Hero Board Ability,Offensive Ability,Spider Reflexes,[thwip] ×1 + [web] ×2 + [spider] ×1,,,,"Roll 2 [dice] and deal dmg equal to the total roll value. If the final roll value is 5 or less, gain Combo.",All Forms,,,,,,
Miles Morales: Spider-Man,Hero Board Ability,Defensive Ability,Counterpunch,Defense Roll 3 [dice],,,,Deal 1 × [thwip] dmg.,All Forms,,,,,,
Miles Morales: Spider-Man,Hero Board Ability,Defensive Ability,Spider-Sense,Defense Roll 2 [dice],,,,"On [spider], prevent ½ dmg (rounded up). You may discard Invisibility to take an additional Roll Attempt.",All Forms,,,,,,
Miles Morales: Spider-Man,Hero Board Ability,Ultimate Ability,Venom Shockwave!,[spider] ×5,,,,"Gain Invisibility. Inflict Webbed. Then deal 13 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Instant Action,Radiative Blood!,,,3,,Gain Combo.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Instant Action,Yikes!,,,1,,Gain Invisibility.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Roll Phase Action,Ambush!,,,0,,Discard Invisibility to add 3 dmg to an Attack. Attack Modifier.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Hero Upgrade,Punch II,[thwip] ×3 / [thwip] ×4 / [thwip] ×5,,2,,"[thwip] ×3: Deal 5 dmg. [thwip] ×4: Deal 6 dmg. [thwip] ×5: Deal 7 dmg. On 4-of-a-kind (#’s), gain Combo.",All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Hero Upgrade,Ensnare II,Small Straight / Large Straight,,2,,Small Straight: Deal 6 dmg. Then inflict Webbed. Large Straight: Draw 1. Deal 9 dmg. Then inflict Webbed.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Hero Upgrade,Venom Punch II / Combo Up,Venom Punch II: [spider] ×4; Combo Up: [spider] ×3,,2,,VENOM PUNCH II — Gain Invisibility. Deal 8 undefendable dmg. COMBO UP — Gain Combo. Deal 2 undefendable dmg.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Main Phase Action,Booyah!,,,1,,"Roll 1 [die]. On [thwip], gain Invisibility. On [web], inflict Webbed on a chosen opponent. On [spider], gain Combo.",All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Roll Phase Action,Nice Try!,,,0,,Play only after being Attacked. Discard Invisibility to prevent 3 dmg.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Main Phase Action,Cha-Ching!,,,0,,Gain 2 CP.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Main Phase Action,Web Shooters!,,,1,,Inflict Webbed on a chosen opponent.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Main Phase Action,Milkshake Me!,,,1,,Heal 3.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Hero Upgrade,C-C-C-Combo II / Web Shot,C-C-C-Combo II: [thwip] ×2 + [spider] ×2; Web Shot: [web] ×2 + [spider] ×1,,2,,C-C-C-COMBO II — Deal 6 dmg. Gain Combo. WEB SHOT — Gain Invisibility. Inflict Webbed.,All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Roll Phase Action,Invisible Punch!,,,1,,"Play only after being Attacked. If you successfully prevent dmg as a part of your Spider-Sense Defensive Ability, deal 3 dmg.",All Forms,,,,,,
Miles Morales: Spider-Man,Unique Card,Roll Phase Action,Swing Escape!,,,1,,Your Spider-Sense Defensive Ability succeeds on [web] instead of [spider] (this card can be played after your dice have been rolled).,All Forms,,,,,,
Scarlet Witch,Status Effect,Positive Status Effect,Probability Manipulation,,2,,,"Tip an even number up or down on your dice: Spend to change the value of any of your dice displaying an even number (2, 4, 6), up or down by a value of 1 (a value of 6 cannot be increased).",All Forms,,,,,,
Scarlet Witch,Status Effect,Negative Status Effect,Reality Warp,,1,,,"Force your opponent to use one of your dice: If a player is inflicted with this token when they begin their Offensive Roll Phase, they must remove it and use one of Scarlet Witch’s dice in place of one of their own until the end of the Offensive Roll Phase.",All Forms,,,,,,
Scarlet Witch,Status Effect,Positive Status Effect,Conjure,,1,,,"Gain a chosen player’s Positive Status Effect or inflict Reality Warp: Once per turn, a player with this token may spend it during their Main Phase to either: Gain a Positive Status Effect from a chosen player’s leaflet. Any opponent may prevent this by discarding a card of their choice. Inflict Reality Warp on a chosen opponent.",All Forms,,,,,,
Scarlet Witch,Status Effect,Positive Status Effect,Crackle,,3,,,"Spend to add dmg for each status effect: If a player concludes their Offensive Roll Phase with an Attack, they may spend this token. If spent, add 1 dmg per Positive or Negative Status Effect on their Hero Board (excluding the Crackle that was just spent), up to a maximum of 3. Only two Crackle may be spent per turn. Attack Modifier.",All Forms,,,,,,
Scarlet Witch,Die Face,Die Face,Warp,,,,1-3,Warp.,All Forms,,,,,,
Scarlet Witch,Die Face,Die Face,Chaos,,,,4,Chaos.,All Forms,,,,,,
Scarlet Witch,Die Face,Die Face,Spell,,,,5,Spell.,All Forms,,,,,,
Scarlet Witch,Die Face,Die Face,Crown,,,,6,Crown.,All Forms,,,,,,
Scarlet Witch,Hero Board Ability,Offensive Ability,Hex Bolt,[warp] ×3 / [warp] ×4 / [warp] ×5,,,,[warp] ×3: Deal 4 dmg. [warp] ×4: Deal 6 dmg. [warp] ×5: Deal 8 dmg.,All Forms,,,,,,
Scarlet Witch,Hero Board Ability,Offensive Ability,Darkhold,[spell] ×2,,,,Draw 1. Gain 1 CP. Gain Crackle and Probability Manipulation.,All Forms,,,,,,
Scarlet Witch,Hero Board Ability,Offensive Ability,Spellcraft,Small Straight / Large Straight,,,,Small Straight: Gain Probability Manipulation. Deal 7 dmg. Large Straight: Gain Probability Manipulation. Inflict Reality Warp. Deal 9 dmg.,All Forms,,,,,,
Scarlet Witch,Hero Board Ability,Offensive Ability,Pure Chaos,[crown] ×4,,,,Gain Conjure. Inflict Reality Warp. Deal 6 undefendable dmg.,All Forms,,,,,,
Scarlet Witch,Hero Board Ability,Offensive Ability,Jinx,[warp] ×2 + [chaos] ×2,,,,"Deal 6 dmg and roll 2 dice. On [warp], add 2 dmg. On [chaos], gain Probability Manipulation. On [spell], inflict Reality Warp. On [crown], add 1 dmg and then roll this die again.",All Forms,,,,,,
Scarlet Witch,Hero Board Ability,Offensive Ability,Mind Blast,[warp] + [chaos] + [spell] + [crown],,,,"Gain Crackle. Deal 5 pure dmg and roll 1 die. If the value is even, gain Probability Manipulation. If the value is odd, deal 8 pure dmg instead.",All Forms,,,,,,
Scarlet Witch,Hero Board Ability,Offensive Ability,Bewitch,[warp] + [crown] ×3,,,,Gain Conjure. Deal 9 dmg.,All Forms,,,,,,
Scarlet Witch,Hero Board Ability,Defensive Ability,Double Trouble,Defense Roll 5 [dice],,,,"On [chaos][chaos], gain Probability Manipulation. On [spell][spell], gain Conjure. On [crown][crown], deal 4 dmg. On [warp][warp], gain Crackle.",All Forms,,,,,,
Scarlet Witch,Hero Board Ability,Ultimate Ability,Sealed Your Fate!,[crown] ×5,,,,"Gain Conjure and Probability Manipulation. Inflict Reality Warp. Deal 12 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Scarlet Witch,Unique Card,Hero Upgrade,Jinx II,[warp] ×2 + [chaos] ×2,,2,,"Deal 6 dmg and roll 2 dice. Add 2 × [warp] dmg. Gain 1 × [chaos] Probability Manipulation. On [spell], inflict Reality Warp. For each [crown], add 1 dmg and then roll this die again.",All Forms,,,,,,
Scarlet Witch,Unique Card,Roll Phase Action,Chaos Manipulation!,,,1,,Discard 2 Probability Manipulation to change the value of any one die.,All Forms,,,,,,
Scarlet Witch,Unique Card,Hero Upgrade,Bewitch II / Energy Drain,Bewitch II: [warp] + [crown] ×3; Energy Drain: [chaos] ×2 + [spell],,1,,BEWITCH II — Gain Conjure. Deal 10 dmg. ENERGY DRAIN — Steal 3 Health.,All Forms,,,,,,
Scarlet Witch,Unique Card,Hero Upgrade,Pure Chaos II / Chaos,Pure Chaos II: [crown] ×4; Chaos: [crown] ×3,,2,,"PURE CHAOS II — Gain Conjure. Inflict Reality Warp. Deal 7 undefendable dmg. CHAOS — Gain Conjure, Probability Manipulation, and 2 Crackle.",All Forms,,,,,,
Scarlet Witch,Unique Card,Hero Upgrade,Double Trouble II,Defense Roll 5 [dice],,2,,"On [chaos][chaos], gain Probability Manipulation. On [spell][spell], gain Conjure. On [crown][crown], deal 4 dmg. On [warp][warp], gain Crackle; or on [warp][warp][warp], gain 2 Crackle. You may discard a Probability Manipulation to change one of these dice to any value.",All Forms,,,,,,
Scarlet Witch,Unique Card,Main Phase Action,Snap Crackle!,,,1,,"Roll 1 die. If the value is even, gain Crackle. If the value is odd, gain 2 Crackle.",All Forms,,,,,,
Scarlet Witch,Unique Card,Hero Upgrade,Mind Blast II,[warp] + [chaos] + [spell] + [crown],,2,,"Gain 2 Crackle. Deal 5 pure dmg and roll 1 die. If the value is even, gain Probability Manipulation. If the value is odd, deal 9 pure dmg instead.",All Forms,,,,,,
Scarlet Witch,Unique Card,Roll Phase Action,Warped!,,,1,,"Change the value of one of your dice to 1, 2, or 3.",All Forms,,,,,,
Scarlet Witch,Unique Card,Hero Upgrade,Hex Bolt II / Conjuration,Hex Bolt II: [warp] ×3 / [warp] ×4 / [warp] ×5; Conjuration: [warp] ×2 + [spell],,2,,"HEX BOLT II — [warp] ×3: Deal 5 dmg. [warp] ×4: Deal 7 dmg. [warp] ×5: Deal 9 dmg. On 4-of-a-kind (#’s), inflict Reality Warp. CONJURATION — Gain Conjure. Deal 2 pure dmg.",All Forms,,,,,,
Scarlet Witch,Unique Card,Hero Upgrade,Darkhold II,[spell] ×2,,2,,Draw 1. Gain 2 CP. Gain 2 Crackle and 2 Probability Manipulation.,All Forms,,,,,,
Scarlet Witch,Unique Card,Main Phase Action,Incantation!,,,1,,Gain Conjure.,All Forms,,,,,,
Scarlet Witch,Unique Card,Hero Upgrade,Spellcraft II,Small Straight / Large Straight,,2,,Small Straight: Gain Probability Manipulation. Deal 8 dmg. Large Straight: Inflict Reality Warp. Deal 10 dmg.,All Forms,,,,,,
Scarlet Witch,Unique Card,Roll Phase Action,No Dice!,,,1,,Discard a Probability Manipulation token. Then change the value of any one of your opponent’s dice to a 1.,All Forms,,,,,,
Scarlet Witch,Unique Card,Roll Phase Action,Hex Shield!,,,1,,"Play only after being Attacked. Roll 5 dice: Prevent 1 × [warp] dmg. On [crown][crown], inflict Reality Warp.",All Forms,,,,,,
Thor,Status Effect,Positive Status Effect,Guard Break,,2,,,"Attack becomes undefendable on 4-5: If a player concludes their Offensive Roll Phase with an Attack, they may spend this token and roll 1 die. If the outcome is 4-5, the Attack becomes undefendable.",All Forms,,,,,,
Thor,Status Effect,Positive Status Effect,Electrokinesis,,4,,,"Boost abilities or spend to draw 1: Once per turn, a player may spend 4 Electrokinesis during their Main Phase to draw 1.",All Forms,,,,,,
Thor,Companion,Companion,Mjölnir,,,,,"Throw or Retrieve to gain bonuses: Begin the game with Mjölnir on your Hero Board. You may Throw or Retrieve Mjölnir at any time by discarding a card. If an ability tells you to Throw or Retrieve it, you do not need to discard a card. When you Throw Mjölnir, place it on a chosen opponent and deal 1 as an isolated source of undefendable dmg. When you Retrieve Mjölnir, place it back on your Hero Board and gain Electrokinesis. You cannot Throw Mjölnir at an opponent unless it is on your Hero Board. You cannot Retrieve Mjölnir if it is already on your Hero Board. In a multiplayer game, if an opponent who has Mjölnir is defeated, Retrieve it.",All Forms,,,,,,
Thor,Die Face,Die Face,Hammer,,,,1-3,Faces 1-3: Hammer.,All Forms,,,,,,
Thor,Die Face,Die Face,Worthy,,,,4-5,Faces 4-5: Worthy.,All Forms,,,,,,
Thor,Die Face,Die Face,Thunder,,,,6,Face 6: Thunder.,All Forms,,,,,,
Thor,Hero Board Ability,Offensive Ability,Hammered,[Hammer] ×3 / [Hammer] ×4 / [Hammer] ×5,,,,"3 Hammer: Deal 4 dmg. 4 Hammer: Deal 5 dmg. 5 Hammer: Deal 7 dmg. On 3-of-a-kind (#’s), Throw Mjölnir.",All Forms,,,,,,
Thor,Hero Board Ability,Offensive Ability,Mighty Summon,[Hammer] + [Worthy] + [Thunder],,,,"Gain 2 Guard Break and Heal 2. If you have Mjölnir, gain 3 Electrokinesis. Otherwise, Retrieve Mjölnir to deal 3 collateral dmg to the player you retrieved it from.",All Forms,,,,,,
Thor,Hero Board Ability,Offensive Ability,Lightning Rod,Small Straight,,,,"Deal 7 dmg. If the opponent you are Attacking has Mjölnir, deal 3 dmg instead. Otherwise, gain Electrokinesis.",All Forms,,,,,,
Thor,Hero Board Ability,Offensive Ability,Bottled Lightning,[Thunder] ×4,,,,Throw or Retrieve Mjölnir up to four times. Gain 2 Guard Break. Then deal 7 dmg. Add 1 dmg × Electrokinesis.,All Forms,,,,,,
Thor,Hero Board Ability,Offensive Ability,Odinforce,[Hammer] ×2 + [Worthy] ×3,,,,"Deal 5 dmg and roll 5 dice. On 2 Hammer, Throw or Retrieve Mjölnir. On 2 Worthy, gain 1 CP. Gain 1 × Thunder Electrokinesis. You may re-roll up to 5 of these dice. Then add 1 dmg × Electrokinesis.",All Forms,,,,,,
Thor,Hero Board Ability,Offensive Ability,Chain Lightning,[Hammer] ×3 + [Thunder] ×2,,,,"Roll 3 dice. Deal dmg equal to the total roll value of any two of these dice. Additionally, deal 2 as an isolated source of collateral dmg to a chosen opponent (may choose the same opponent).",All Forms,,,,,,
Thor,Hero Board Ability,Offensive Ability,Thunder Bolt,Large Straight,,,,Throw or Retrieve Mjölnir. Gain 2 Electrokinesis. Deal 10 dmg.,All Forms,,,,,,
Thor,Hero Board Ability,Defensive Ability,Thunder Wheel,Defense Roll 3 dice,,,,"On 2 Hammer, Throw or Retrieve Mjölnir. Prevent 2 × Worthy dmg. On Thunder, gain Electrokinesis.",All Forms,,,,,,
Thor,Hero Board Ability,Ultimate Ability,For Asgard!,[Thunder] ×5,,,,"Gain Guard Break. Throw or Retrieve Mjölnir up to four times. Deal 14 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Thor,Unique Card,Hero Upgrade,Odinforce II,[Hammer] ×2 + [Worthy] ×3,,2,,"Deal 6 dmg and roll 5 dice. On 2 Hammer, Throw or Retrieve Mjölnir. On 2 Worthy, gain 1 CP. Gain 1 × Thunder Electrokinesis. You may re-roll up to 5 of these dice. Then add 1 dmg × Electrokinesis.",All Forms,,,,,,
Thor,Unique Card,Hero Upgrade,Hammered III,[Hammer] ×3 / [Hammer] ×4 / [Hammer] ×5,,2,,"3 Hammer: Deal 5 dmg. 4 Hammer: Deal 6 dmg. 5 Hammer: Deal 8 dmg. Throw or Retrieve Mjölnir. On 3-of-a-kind (#’s), gain Electrokinesis.",All Forms,,,,,,
Thor,Unique Card,Hero Upgrade,Chain Lightning III,[Hammer] ×3 + [Thunder] ×2,,2,,"Roll 4 dice. Deal dmg equal to the total roll value of any two of these dice. Additionally, deal 3 as an isolated source of collateral dmg to a chosen opponent (may choose the same opponent).",All Forms,,,,,,
Thor,Unique Card,Roll Phase Action,He Is Worthy!,,,1,,Change the value of any one of your dice to a 4 or 5.,All Forms,,,,,,
Thor,Unique Card,Hero Upgrade,Hammered II,[Hammer] ×3 / [Hammer] ×4 / [Hammer] ×5,,0,,"3 Hammer: Deal 5 dmg. 4 Hammer: Deal 6 dmg. 5 Hammer: Deal 7 dmg. Throw or Retrieve Mjölnir. On 4-of-a-kind (#’s), gain Electrokinesis.",All Forms,,,,,,
Thor,Unique Card,Roll Phase Action,Indomitable Will!,,,2,,"Play only after being Attacked. If the incoming Attack would reduce your Health to 0, roll 1 die. On Worthy, set your Health to 1 instead.",All Forms,,,,,,
Thor,Unique Card,Hero Upgrade,Lightning Rod II,Small Straight,,2,,Throw or Retrieve Mjölnir. Gain Electrokinesis. Deal 9 dmg.,All Forms,,,,,,
Thor,Unique Card,Instant Action,Time to Hammer!,,,0,,Retrieve Mjölnir. Gain 1 CP and Electrokinesis.,All Forms,,,,,,
Thor,Unique Card,Hero Upgrade,Bottled Lightning II / Ricochet!,[Thunder] ×4 / [Thunder] ×3,,2,,Bottled Lightning II: Throw or Retrieve Mjölnir up to three times. Gain 2 Guard Break. Then deal 8 dmg. Add 1 dmg × Electrokinesis. Ricochet!: Throw or Retrieve Mjölnir up to six times.,All Forms,,,,,,
Thor,Unique Card,Hero Upgrade,Thunder Wheel II,Defense Roll 4 dice,,2,,"For every 2 Hammer, Throw or Retrieve Mjölnir. Prevent 2 × Worthy dmg. Gain 1 × Thunder Electrokinesis.",All Forms,,,,,,
Thor,Unique Card,Instant Action,Stormbreak!,,,0,,"Play only if you have Thrown Mjölnir twice this turn. Draw 1. Gain 1 CP, Guard Break, and Electrokinesis.",All Forms,,,,,,
Thor,Unique Card,Instant Action,Power Trip!,,,1,,Draw 1. Gain 2 Electrokinesis.,All Forms,,,,,,
Thor,Unique Card,Hero Upgrade,Thunder Bolt II / Asgardian Brawn,Large Straight / [Worthy] ×3,,2,,Thunder Bolt II: Throw or Retrieve Mjölnir. Gain 2 Electrokinesis. Deal 12 dmg. Asgardian Brawn: Heal 4.,All Forms,,,,,,
Thor,Unique Card,Roll Phase Action,Invulnerability!,,,2,,Discard 2 Electrokinesis to prevent all incoming damage.,All Forms,,,,,,
Thor,Unique Card,Hero Upgrade,Mighty Summon II / Boom Boom!,[Hammer] + [Worthy] ×2 + [Thunder] / [Hammer] ×2 + [Thunder] ×2,,2,,"Mighty Summon II: Gain 2 Guard Break and Heal 3. If you have Mjölnir, gain 3 Electrokinesis. Otherwise, Retrieve Mjölnir to deal 4 collateral dmg to the player you retrieved it from. Boom Boom!: Gain 2 Electrokinesis. Deal 6 dmg.",All Forms,,,,,,
Loki,Status Effect,Unique Status Effect,Illusion,,2,,,Attempt to find Loki among his Illusions: Begin the game with your 3 Illusion Cards set aside. A player with this token may spend it when being Attacked. If spent: 1. Present the 3 Illusion Cards to your opponent face-down in any order. You may suggest which card they should select. 2. The Attacker chooses any card. 3. Flip over the chosen card and resolve the text. This token may not be transferred by any means (but can be removed).,All Forms,,,,,,
Loki,Status Effect,Positive Status Effect,Bag of Tricks,,2,,,"Roll and gain a surprise: During their Upkeep Phase, a player with this token removes it and rolls 1 die: On 1, lose 1 CP. On 2-5, Loki chooses whether the player heals 2, gains 1 CP, or receives 2 dmg. On 6, gain 2 CP.",All Forms,,,,,,
Loki,Status Effect,Unique Status Effect,Spellbound,,3,,,"An Offensive Ability cannot be rolled: When inflicted, place this token so that it covers the name of an opponent’s Offensive Ability (cannot cover an Ultimate Ability). A player with this token may not activate the Offensive Ability that is covered by this token. A player who only has one Offensive Ability uncovered cannot be afflicted with this token. Remove this token at the conclusion of their Offensive Roll Phase. This token may not be transferred by any means (but can be removed).",All Forms,,,,,,
Loki,Die Face,Character Die,Scepter,,,,1,Scepter.,All Forms,,,,,,
Loki,Die Face,Character Die,Scepter,,,,2,Scepter.,All Forms,,,,,,
Loki,Die Face,Character Die,Illusion,,,,3,Illusion.,All Forms,,,,,,
Loki,Die Face,Character Die,Illusion,,,,4,Illusion.,All Forms,,,,,,
Loki,Die Face,Character Die,Lies,,,,5,Lies.,All Forms,,,,,,
Loki,Die Face,Character Die,Mischief,,,,6,Mischief.,All Forms,,,,,,
Loki,Ability,Offensive Ability,Mockery,3/4/5 Scepter,,,,3 Scepter: Deal 6 dmg. 4 Scepter: Deal 7 dmg. 5 Scepter: Deal 8 dmg.,All Forms,,,,,,
Loki,Ability,Offensive Ability,Antics,2 Lies,,,,Draw 1. Gain Illusion. Gain Bag of Tricks.,All Forms,,,,,,
Loki,Ability,Offensive Ability,Confuddle,2 Scepter + 2 Illusion,,,,Inflict 2 Spellbound. Deal 7 dmg.,All Forms,,,,,,
Loki,Ability,Offensive Ability,Vilify,Scepter + Illusion + Lies + Mischief,,,,"If any of your opponents have more health than you, gain Illusion and deal 7 dmg. Otherwise, deal 5 undefendable dmg and choose 2 players to gain Bag of Tricks (may choose the same player twice).",All Forms,,,,,,
Loki,Ability,Offensive Ability,Vex,Small Straight,,,,Gain Bag of Tricks. Deal 7 dmg.,All Forms,,,,,,
Loki,Ability,Offensive Ability,Double Take,4 Mischief,,,,Gain Illusion. Inflict 2 Spellbound. Deal 7 undefendable dmg.,All Forms,,,,,,
Loki,Ability,Offensive Ability,Kneel to Me,Large Straight,,,,"Deal 8 dmg and roll 3 dice: Add 1 × Scepter dmg. On Illusion, gain Bag of Tricks. On Lies, draw 1. On Mischief, gain Illusion.",All Forms,,,,,,
Loki,Ability,Defensive Ability,Tip the Scale,Defense Roll 1,,,,"On Scepter, inflict Spellbound. On Illusion, gain Bag of Tricks. On Lies, draw 1. On Mischief, gain Illusion.",All Forms,,,,,,
Loki,Ability,Ultimate Ability,Glorious Purpose,5 Mischief,,,,Gain Illusion. Inflict 3 Spellbound. Choose 4 players to gain Bag of Tricks (may choose the same player multiple times). Deal 10 dmg.,All Forms,,,,,,
Loki,Unique Card,Illusion Card,Partial Success,,,,,Loki prevents 1/2 incoming dmg (rounded up). Loki may spend another Illusion.,All Forms,,,,,,
Loki,Unique Card,Illusion Card,Success!,,,,,Loki prevents all incoming dmg. Attacker gains Bag of Tricks. Loki may spend another Illusion.,All Forms,,,,,,
Loki,Unique Card,Illusion Card,Fail!,,,,,Loki prevents 0 incoming dmg.,All Forms,,,,,,
Loki,Unique Card,Hero Upgrade,Kneel to Me II / Bewilder,Large Straight / Illusion + Illusion + Lies,,2,,"Kneel to Me II: Deal 9 dmg and roll 4 dice: Add 1 × Scepter dmg. On Illusion, gain Bag of Tricks. On Lies, draw 1. On Mischief, gain Illusion. Bewilder: Inflict 2 Spellbound. Deal 3 undefendable dmg.",All Forms,,,,,,
Loki,Unique Card,Hero Upgrade,Confuddle II / Liar’s Gifts,2 Scepter + 2 Illusion / 3 Illusion,,2,,Confuddle II: Inflict 2 Spellbound. Deal 8 dmg. Liar’s Gifts: Distribute up to 3 Bag of Tricks in any way desired.,All Forms,,,,,,
Loki,Unique Card,Hero Upgrade,Double Take II / Made You Look,4 Mischief / 3 Mischief,,2,,Double Take II: Gain Illusion. Inflict 3 Spellbound. Deal 8 undefendable dmg. Made You Look: Gain Illusion. Deal 3 undefendable dmg.,All Forms,,,,,,
Loki,Unique Card,Roll Phase Action,Pantaloons on Fire!,,,1,,"Attack Modifier. Add 2 dmg. If you already played your Liar Liar card this turn, add 4 dmg instead.",All Forms,,,,,,
Loki,Unique Card,Hero Upgrade,Tip the Scale II,Defense Roll 2,,3,,"On Scepter, inflict Spellbound. On Illusion, gain Bag of Tricks. On Lies, draw 1. On Mischief, gain Illusion.",All Forms,,,,,,
Loki,Unique Card,Instant Action,Outwit!,,,0,,"A chosen player must remove a Bag of Tricks and roll 1 die: On 1-5, Loki chooses whether the player heals 2, gains 3 CP, or receives 3 dmg. On 6, they gain 4 CP.",All Forms,,,,,,
Loki,Unique Card,Roll Phase Action,Liar Liar!,,,1,,"Attack Modifier. Roll 4 dice: Add 1 × Scepter dmg. On Lies, inflict Bag of Tricks. On Mischief, gain Bag of Tricks.",All Forms,,,,,,
Loki,Unique Card,Main Phase Action,Take Backsies!,,,2,,"Choose a card that costs 2 CP or less from your discard pile, show it to your opponent, and then put it into your hand.",All Forms,,,,,,
Loki,Unique Card,Main Phase Action,How Lovely!,,,1,,Gain Illusion. You may spend an additional 2 CP to gain 2 Illusions instead.,All Forms,,,,,,
Loki,Unique Card,Hero Upgrade,Antics II,2 or 3 Lies,,2,,2 Lies: Draw 1. Gain Illusion. Gain 2 Bag of Tricks. 3 Lies: Draw 1. Gain Illusion. Distribute up to 3 Bag of Tricks in any way desired.,All Forms,,,,,,
Loki,Unique Card,Hero Upgrade,Vilify II,Scepter + Illusion + Lies + Mischief,,1,,"Inflict Spellbound. If any opponents have more health than you, gain Illusion and deal 8 dmg. Otherwise, deal 6 undefendable dmg and choose 2 players to gain Bag of Tricks (may choose the same player twice).",All Forms,,,,,,
Loki,Unique Card,Hero Upgrade,Vex II,Small Straight,,2,,Gain Bag of Tricks. Deal 9 dmg.,All Forms,,,,,,
